time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,assess_in_year,assess_issued,assess_issued_pc,assess_not_issued,assess_not_issued_pc,assess_not_made,assess_not_made_pc,assess_withdrawn,assess_withdrawn_pc,outcome_decision_within_time,outcome_decision_over_time,outcome_decision_within_time_pc,outcome_decision_over_time_pc,number_assess_mediation,number_assess_tribunal,number_asssess_mediation_tribunal,number_other_mediation,number_other_tribunal,number_other_mediation_tribunal
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Ethnicity,Unclassified,2,2,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Ethnicity,White - Gypsy/Roma,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Ethnicity,White - Traveller of Irish heritage,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Ethnicity,White - White British,115,113,98.3,2,1.7,0,0,0,0,2,0,100,0,1,1,0,0,1,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Sex,Female,29,29,100,0,0,0,0,0,0,0,0,x,x,0,1,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,Sex,Male,92,90,97.8,2,2.2,0,0,0,0,2,0,100,0,1,0,0,0,1,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,All EHC needs assessments,All EHC needs assessments,430,427,99.3,3,0.7,0,0,0,0,3,0,100,0,0,0,0,1,3,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 10,42,41,97.6,1,2.4,0,0,0,0,1,0,100,0,0,0,0,1,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 11,16,16,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 12,27,27,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 13,24,24,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 14,17,17,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 15,17,17,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 16,12,12,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 17,2,2,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 18,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 19,2,2,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 2 and under,9,9,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 20 and over,2,2,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 3,101,100,99,1,1,0,0,0,0,1,0,100,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 4,32,32,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 5,26,26,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 6,22,22,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,1,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 7,22,22,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 8,19,18,94.7,1,5.3,0,0,0,0,1,0,100,0,0,0,0,0,1,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Child or young persons age,Aged 9,37,37,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,1,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Any other ethnic group,10,10,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Asian - Any other Asian background,3,3,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Asian - Bangladeshi,2,2,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Asian - Indian,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Asian - Pakistani,14,14,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Black - Any other Black background,3,3,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Black - Black African,9,9,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Black - Black Caribbean,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Mixed - Any other Mixed background,9,9,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Mixed - White and Asian,3,3,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Mixed - White and Black African,3,3,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Mixed - White and Black Caribbean,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,Unclassified,34,33,97.1,1,2.9,0,0,0,0,1,0,100,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,White - Any other White background,18,18,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,White - Gypsy/Roma,3,3,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Ethnicity,White - White British,316,314,99.4,2,0.6,0,0,0,0,2,0,100,0,0,0,0,1,3,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Sex,Female,123,121,98.4,2,1.6,0,0,0,0,2,0,100,0,0,0,0,1,2,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,Sex,Male,307,306,99.7,1,0.3,0,0,0,0,1,0,100,0,0,0,0,0,1,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,All EHC needs assessments,All EHC needs assessments,161,145,90.1,16,9.9,0,0,0,0,6,10,37.5,62.5,6,3,3,1,3,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 10,18,17,94.4,1,5.6,0,0,0,0,0,1,0,100,1,1,1,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 11,3,3,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 12,8,5,62.5,3,37.5,0,0,0,0,2,1,66.7,33.3,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 13,10,10,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 14,12,10,83.3,2,16.7,0,0,0,0,1,1,50,50,2,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 15,12,9,75,3,25,0,0,0,0,1,2,33.3,66.7,2,1,1,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 16,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 17,3,3,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 18,0,0,x,0,x,0,x,0,x,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 2 and under,3,3,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 3,39,36,92.3,3,7.7,0,0,0,0,0,3,0,100,0,0,0,0,1,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 4,15,14,93.3,1,6.7,0,0,0,0,0,1,0,100,0,0,0,0,1,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 5,4,3,75,1,25,0,0,0,0,1,0,100,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 6,4,4,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 7,10,9,90,1,10,0,0,0,0,0,1,0,100,1,1,1,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 8,9,8,88.9,1,11.1,0,0,0,0,1,0,100,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Child or young persons age,Aged 9,10,10,100,0,0,0,0,0,0,0,0,x,x,0,0,0,1,1,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Ethnicity,Any other ethnic group,2,2,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Ethnicity,Black - Black African,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,1,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Ethnicity,Mixed - White and Asian,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Ethnicity,Mixed - White and Black Caribbean,0,0,x,0,x,0,x,0,x,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Ethnicity,Unclassified,34,33,97.1,1,2.9,0,0,0,0,0,1,0,100,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Ethnicity,White - Any other White background,2,1,50,1,50,0,0,0,0,0,1,0,100,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Ethnicity,White - Gypsy/Roma,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Ethnicity,White - White British,120,106,88.3,14,11.7,0,0,0,0,6,8,42.9,57.1,6,3,3,1,2,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Sex,Female,55,49,89.1,6,10.9,0,0,0,0,2,4,33.3,66.7,1,1,1,0,1,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,Sex,Male,106,96,90.6,10,9.4,0,0,0,0,4,6,40,60,5,2,2,1,2,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,All EHC needs assessments,All EHC needs assessments,430,341,79.3,89,20.7,0,0,0,0,88,1,98.9,1.1,27,11,10,19,12,11
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 10,45,29,64.4,16,35.6,0,0,0,0,16,0,100,0,1,1,1,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 11,19,15,78.9,4,21.1,0,0,0,0,4,0,100,0,2,1,1,1,1,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 12,25,20,80,5,20,0,0,0,0,5,0,100,0,5,2,2,1,1,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 13,26,17,65.4,9,34.6,0,0,0,0,9,0,100,0,2,1,1,1,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 14,29,15,51.7,14,48.3,0,0,0,0,14,0,100,0,2,2,1,2,2,2
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 15,7,2,28.6,5,71.4,0,0,0,0,5,0,100,0,1,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 16,3,1,33.3,2,66.7,0,0,0,0,1,1,50,50,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 17,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 2 and under,34,33,97.1,1,2.9,0,0,0,0,1,0,100,0,0,0,0,1,1,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 3,60,56,93.3,4,6.7,0,0,0,0,4,0,100,0,1,0,0,5,4,3
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 4,28,27,96.4,1,3.6,0,0,0,0,1,0,100,0,0,0,0,2,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 5,22,19,86.4,3,13.6,0,0,0,0,3,0,100,0,2,0,0,1,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 6,30,24,80,6,20,0,0,0,0,6,0,100,0,1,0,0,1,1,1
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 7,38,30,78.9,8,21.1,0,0,0,0,8,0,100,0,1,0,0,3,2,2
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 8,27,22,81.5,5,18.5,0,0,0,0,5,0,100,0,4,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Child or young persons age,Aged 9,36,30,83.3,6,16.7,0,0,0,0,6,0,100,0,5,4,4,1,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,Any other ethnic group,2,2,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,Asian - Any other Asian background,2,2,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,Asian - Bangladeshi,0,0,x,0,x,0,x,0,x,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,Asian - Pakistani,10,9,90,1,10,0,0,0,0,1,0,100,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,Black - Any other Black background,0,0,x,0,x,0,x,0,x,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,Black - Black African,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,Mixed - Any other Mixed background,5,3,60,2,40,0,0,0,0,2,0,100,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,Mixed - White and Asian,4,3,75,1,25,0,0,0,0,1,0,100,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,Mixed - White and Black African,3,2,66.7,1,33.3,0,0,0,0,1,0,100,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,Unclassified,35,31,88.6,4,11.4,0,0,0,0,3,1,75,25,1,0,0,5,2,2
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,White - Any other White background,5,5,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,White - Gypsy/Roma,0,0,x,0,x,0,x,0,x,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Ethnicity,White - White British,363,283,78,80,22,0,0,0,0,80,0,100,0,26,11,10,14,10,9
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Sex,Female,133,98,73.7,35,26.3,0,0,0,0,34,1,97.1,2.9,9,3,3,8,6,6
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,Sex,Male,297,243,81.8,54,18.2,0,0,0,0,54,0,100,0,18,8,7,11,6,5
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,All EHC needs assessments,All EHC needs assessments,633,578,91.3,45,7.1,0,0,10,1.6,0,45,0,100,12,12,2,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 10,75,69,92,6,8,0,0,0,0,0,6,0,100,3,3,1,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 11,42,34,81,7,16.7,0,0,1,2.4,0,7,0,100,1,2,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 12,47,40,85.1,6,12.8,0,0,1,2.1,0,6,0,100,3,1,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 13,40,32,80,7,17.5,0,0,1,2.5,0,7,0,100,0,1,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 14,27,18,66.7,8,29.6,0,0,1,3.7,0,8,0,100,2,1,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 15,19,16,84.2,3,15.8,0,0,0,0,0,3,0,100,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 16,9,8,88.9,1,11.1,0,0,0,0,0,1,0,100,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 17,4,3,75,0,0,0,0,1,25,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 18,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 19,0,0,x,0,x,0,x,0,x,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 2 and under,12,12,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 20 and over,0,0,x,0,x,0,x,0,x,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 3,97,95,97.9,1,1,0,0,1,1,0,1,0,100,0,1,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 4,60,59,98.3,1,1.7,0,0,0,0,0,1,0,100,1,1,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 5,25,24,96,0,0,0,0,1,4,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 6,37,34,91.9,0,0,0,0,3,8.1,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 7,44,44,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 8,35,33,94.3,2,5.7,0,0,0,0,0,2,0,100,1,2,1,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Child or young persons age,Aged 9,59,56,94.9,3,5.1,0,0,0,0,0,3,0,100,1,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Any other ethnic group,3,3,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Asian - Any other Asian background,2,1,50,0,0,0,0,1,50,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Asian - Bangladeshi,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Asian - Chinese,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Asian - Indian,2,2,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Asian - Pakistani,0,0,x,0,x,0,x,0,x,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Black - Any other Black background,2,2,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Black - Black African,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Mixed - Any other Mixed background,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Mixed - White and Asian,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Mixed - White and Black African,1,1,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Mixed - White and Black Caribbean,0,0,x,0,x,0,x,0,x,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,Unclassified,53,51,96.2,0,0,0,0,2,3.8,0,0,x,x,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,Ethnicity,White - Any other White background,10,10,100,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0
