time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,plans_issued_den,plans_issued_den_ex,plans_issued_within_20_weeks,plans_issued_20_weeks_ex,pc_plans_issued_within_20_weeks,PC_plans_issued_20_weeks_ex,plans_issued_gt20weeks_ltYear,plans_issued_gt20weeks_ltYear_ex,pc_plans_issued_gt20weeks_ltYear,PC_plans_issued_gt20weeks_ltYear_ex,plans_issued_gt_1_year,plans_issued_gt_1_year_ex,pc_plans_issued_gt_1_year,PC_plans_issued_gt_1_year_ex
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Child or young persons age,age 9,65,65,16,16,24.6,24.6,49,49,75.4,75.4,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Any other ethnic group,10,10,4,4,40,40,6,6,60,60,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Asian - Any other Asian background,3,3,1,1,33.3,33.3,2,2,66.7,66.7,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Asian - Chinese,2,2,1,1,50,50,1,1,50,50,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Asian - Indian,6,6,2,2,33.3,33.3,4,4,66.7,66.7,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Asian - Pakistani,1,1,0,0,0,0,1,1,100,100,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Black - Any other Black background,6,6,0,0,0,0,6,6,100,100,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Black - Black African,11,11,5,5,45.5,45.5,6,6,54.5,54.5,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Black - Black Caribbean,3,3,0,0,0,0,3,3,100,100,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Mixed - Any other Mixed background,9,9,5,5,55.6,55.6,4,4,44.4,44.4,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Mixed - White and Asian,3,3,2,2,66.7,66.7,1,1,33.3,33.3,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Mixed - White and Black African,3,3,1,1,33.3,33.3,2,2,66.7,66.7,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Mixed - White and Black Caribbean,21,21,6,6,28.6,28.6,15,15,71.4,71.4,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,Unclassified,49,49,16,16,32.7,32.7,33,33,67.3,67.3,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,White - Any other White background,26,26,8,8,30.8,30.8,18,18,69.2,69.2,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,White - Irish,1,1,0,0,0,0,1,1,100,100,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,White - Traveller of Irish heritage,2,2,1,1,50,50,1,1,50,50,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Ethnicity,White - White British,546,546,175,175,32.1,32.1,371,371,67.9,67.9,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Sex,Female,232,232,86,86,37.1,37.1,146,146,62.9,62.9,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,Sex,Male,470,470,141,141,30,30,329,329,70,70,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,All EHC plans issued,All EHC plans issued,334,334,224,224,67.1,67.1,108,108,32.3,32.3,1,1,0.3,0.3
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 10,31,31,21,21,67.7,67.7,9,9,29,29,1,1,3.2,3.2
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 11,18,18,11,11,61.1,61.1,7,7,38.9,38.9,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 12,24,24,11,11,45.8,45.8,13,13,54.2,54.2,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 13,23,23,13,13,56.5,56.5,10,10,43.5,43.5,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 14,15,15,8,8,53.3,53.3,7,7,46.7,46.7,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 15,15,15,12,12,80,80,3,3,20,20,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 16,9,9,6,6,66.7,66.7,3,3,33.3,33.3,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 17,3,3,2,2,66.7,66.7,1,1,33.3,33.3,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 18,1,1,1,1,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 19,3,3,3,3,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 2 and under,3,3,3,3,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 3,16,16,11,11,68.8,68.8,5,5,31.3,31.3,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 4,36,36,26,26,72.2,72.2,10,10,27.8,27.8,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 5,46,46,34,34,73.9,73.9,12,12,26.1,26.1,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 6,37,37,24,24,64.9,64.9,13,13,35.1,35.1,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 7,15,15,12,12,80,80,3,3,20,20,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 8,18,18,12,12,66.7,66.7,6,6,33.3,33.3,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,age 9,20,20,14,14,70,70,6,6,30,30,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Child or young persons age,Unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Any other ethnic group,6,6,2,2,33.3,33.3,4,4,66.7,66.7,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Asian - Any other Asian background,5,5,3,3,60,60,2,2,40,40,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Asian - Bangladeshi,2,2,2,2,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Asian - Chinese,2,2,1,1,50,50,1,1,50,50,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Asian - Indian,7,7,6,6,85.7,85.7,1,1,14.3,14.3,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Asian - Pakistani,30,30,20,20,66.7,66.7,10,10,33.3,33.3,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Black - Any other Black background,2,2,2,2,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Black - Black African,23,23,15,15,65.2,65.2,8,8,34.8,34.8,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Black - Black Caribbean,8,8,4,4,50,50,4,4,50,50,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Mixed - Any other Mixed background,14,14,11,11,78.6,78.6,3,3,21.4,21.4,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Mixed - White and Asian,5,5,2,2,40,40,3,3,60,60,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Mixed - White and Black African,7,7,5,5,71.4,71.4,2,2,28.6,28.6,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Mixed - White and Black Caribbean,31,31,23,23,74.2,74.2,8,8,25.8,25.8,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,Unclassified,20,20,12,12,60,60,8,8,40,40,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,White - Any other White background,11,11,8,8,72.7,72.7,3,3,27.3,27.3,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,White - Gypsy/Roma,2,2,2,2,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,White - Irish,2,2,2,2,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Ethnicity,White - White British,157,157,104,104,66.2,66.2,51,51,32.5,32.5,1,1,0.6,0.6
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Sex,Female,88,88,59,59,67,67,27,27,30.7,30.7,1,1,1.1,1.1
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Sex,Male,245,245,164,164,66.9,66.9,81,81,33.1,33.1,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,Sex,Unknown,1,1,1,1,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,All EHC plans issued,All EHC plans issued,874,874,870,870,99.5,99.5,4,4,0.5,0.5,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 10,60,60,60,60,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 11,45,45,44,44,97.8,97.8,1,1,2.2,2.2,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 12,28,28,28,28,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 13,31,31,31,31,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 14,34,34,33,33,97.1,97.1,1,1,2.9,2.9,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 15,12,12,12,12,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 16,10,10,10,10,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 17,2,2,2,2,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 18,5,5,4,4,80,80,1,1,20,20,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 19,1,1,1,1,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 2 and under,22,22,22,22,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 20 and over,1,1,1,1,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 3,132,132,132,132,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 4,156,156,156,156,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 5,77,77,77,77,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 6,84,84,84,84,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 7,61,61,61,61,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 8,51,51,51,51,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Child or young persons age,age 9,62,62,61,61,98.4,98.4,1,1,1.6,1.6,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,Any other ethnic group,6,6,6,6,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,Asian - Any other Asian background,6,6,6,6,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,Asian - Bangladeshi,1,1,1,1,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,Asian - Indian,2,2,2,2,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,Black - Black African,4,4,4,4,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,Mixed - Any other Mixed background,7,7,7,7,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,Mixed - White and Asian,4,4,4,4,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,Mixed - White and Black African,3,3,3,3,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,Mixed - White and Black Caribbean,6,6,6,6,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,Unclassified,123,123,122,122,99.2,99.2,1,1,0.8,0.8,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,White - Any other White background,81,81,79,79,97.5,97.5,2,2,2.5,2.5,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,White - Gypsy/Roma,2,2,2,2,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,White - Irish,2,2,2,2,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,White - Traveller of Irish heritage,1,1,1,1,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Ethnicity,White - White British,626,626,625,625,99.8,99.8,1,1,0.2,0.2,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Sex,Female,253,253,252,252,99.6,99.6,1,1,0.4,0.4,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,Sex,Male,621,621,618,618,99.5,99.5,3,3,0.5,0.5,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,All EHC plans issued,All EHC plans issued,541,515,382,379,70.6,73.6,147,126,27.2,24.5,12,10,2.2,1.9
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 10,67,63,44,44,65.7,69.8,19,16,28.4,25.4,4,3,6,4.8
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 11,33,31,26,26,78.8,83.9,6,4,18.2,12.9,1,1,3,3.2
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 12,24,22,15,15,62.5,68.2,9,7,37.5,31.8,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 13,15,14,10,10,66.7,71.4,5,4,33.3,28.6,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 14,16,16,12,12,75,75,4,4,25,25,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 15,11,11,8,8,72.7,72.7,3,3,27.3,27.3,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 16,4,4,4,4,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 17,4,3,1,1,25,33.3,3,2,75,66.7,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 18,2,1,0,0,0,0,2,1,100,100,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 19,1,1,1,1,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 2 and under,11,10,8,8,72.7,80,2,1,18.2,10,1,1,9.1,10
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 3,128,122,93,93,72.7,76.2,34,28,26.6,23,1,1,0.8,0.8
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 4,54,52,39,38,72.2,73.1,14,13,25.9,25,1,1,1.9,1.9
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 5,18,17,10,10,55.6,58.8,7,6,38.9,35.3,1,1,5.6,5.9
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 6,23,22,15,15,65.2,68.2,6,6,26.1,27.3,2,1,8.7,4.5
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 7,41,40,34,33,82.9,82.5,7,7,17.1,17.5,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 8,35,34,24,23,68.6,67.6,11,11,31.4,32.4,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Child or young persons age,age 9,54,52,38,38,70.4,73.1,15,13,27.8,25,1,1,1.9,1.9
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Any other ethnic group,5,4,4,4,80,100,0,0,0,0,1,0,20,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Asian - Bangladeshi,1,1,1,1,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Asian - Chinese,1,1,1,1,100,100,0,0,0,0,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Asian - Indian,8,8,4,4,50,50,4,4,50,50,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Asian - Pakistani,3,3,1,1,33.3,33.3,2,2,66.7,66.7,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Black - Any other Black background,6,6,5,5,83.3,83.3,1,1,16.7,16.7,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Black - Black African,19,17,14,14,73.7,82.4,5,3,26.3,17.6,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Black - Black Caribbean,3,3,1,1,33.3,33.3,1,1,33.3,33.3,1,1,33.3,33.3
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Mixed - Any other Mixed background,12,12,8,8,66.7,66.7,3,3,25,25,1,1,8.3,8.3
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Mixed - White and Asian,6,5,4,4,66.7,80,2,1,33.3,20,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Mixed - White and Black African,8,8,5,5,62.5,62.5,3,3,37.5,37.5,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Mixed - White and Black Caribbean,9,9,5,5,55.6,55.6,3,3,33.3,33.3,1,1,11.1,11.1
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,Unclassified,22,19,15,15,68.2,78.9,6,3,27.3,15.8,1,1,4.5,5.3
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,White - Any other White background,36,36,26,26,72.2,72.2,10,10,27.8,27.8,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,White - Gypsy/Roma,2,2,0,0,0,0,1,1,50,50,1,1,50,50
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,White - Traveller of Irish heritage,2,2,0,0,0,0,2,2,100,100,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Ethnicity,White - White British,398,379,288,285,72.4,75.2,104,89,26.1,23.5,6,5,1.5,1.3
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Sex,Female,163,158,116,115,71.2,72.8,44,40,27,25.3,3,3,1.8,1.9
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,Sex,Male,378,357,266,264,70.4,73.9,103,86,27.2,24.1,9,7,2.4,2
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,All EHC plans issued,All EHC plans issued,625,535,35,33,5.6,6.2,583,497,93.3,92.9,7,5,1.1,0.9
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,Child or young persons age,age 10,51,42,11,10,21.6,23.8,39,31,76.5,73.8,1,1,2,2.4
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,Child or young persons age,age 11,28,25,9,9,32.1,36,19,16,67.9,64,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,Child or young persons age,age 12,24,22,2,2,8.3,9.1,22,20,91.7,90.9,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,Child or young persons age,age 13,16,14,4,4,25,28.6,12,10,75,71.4,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,Child or young persons age,age 14,27,20,0,0,0,0,26,20,96.3,100,1,0,3.7,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,Child or young persons age,age 15,14,13,0,0,0,0,14,13,100,100,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,Child or young persons age,age 16,6,5,1,1,16.7,20,5,4,83.3,80,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,Child or young persons age,age 17,2,2,0,0,0,0,2,2,100,100,0,0,0,0
2023,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,Child or young persons age,age 2 and under,13,9,0,0,0,0,13,9,100,100,0,0,0,0
